"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "total"
"0" 0.5 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 4
"1" 0.025 0.756 0.138 0.05 0.019 0.012 0 0 0 0 0 0 0 0 0 0 0 160
"2" 0.004 0.078 0.833 0.065 0.016 0.003 0.001 0 0 0 0 0 0 0 0 0 0 954
"3" 0 0.01 0.089 0.764 0.124 0.006 0.006 0 0 0 0 0 0 0 0 0 0 314
"4" 0 0.016 0.055 0.094 0.733 0.059 0.02 0.008 0.016 0 0 0 0 0 0 0 0 255
"5" 0 0 0.065 0.022 0.109 0.717 0.065 0.022 0 0 0 0 0 0 0 0 0 46
"6" 0 0 0 0 0.455 0.091 0.091 0.182 0.182 0 0 0 0 0 0 0 0 11
"7" 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0 0 0 2
"8" 0 0 0 0 0.1 0.2 0.1 0 0.5 0 0.1 0 0 0 0 0 0 10
"9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"11" 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0.5 0 0 2
"12" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
"13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"total" 10 202 862 335 257 58 13 5 13 0 1 1 1 0 1 0 0 0
