	gene8	gene7	gene1	gene3	gene4	gene2	cellnum	chrom3	chrom2	gene5	gene6	chrom1
0	1	2	2	1	1	1	3	1	1	2	2	2
1	3	2	3	1	2	2	2	2	3	1	2	2
2	2	3	2	1	2	2	2	1	2	2	2	1
3	3	2	3	2	2	1	1	2	2	3	2	2
4	2	3	3	2	1	2	2	3	2	2	4	2
5	2	1	2	2	3	2	3	2	4	2	2	4
6	1	2	2	2	2	2	2	3	2	2	1	2
7	2	2	2	2	1	1	2	2	2	1	2	1
8	1	2	1	2	2	1	2	2	1	4	2	2
9	2	2	1	2	2	1	2	2	2	2	1	1
10	2	2	1	2	2	1	2	2	1	1	3	2
11	2	1	2	1	1	1	2	4	2	2	1	3
12	2	2	2	2	1	2	2	2	2	2	1	4
13	1	2	2	2	1	1	2	2	2	2	4	2
14	2	1	2	1	2	3	2	2	1	2	2	1
15	2	1	1	2	2	2	1	1	2	1	2	1
16	2	2	2	3	2	4	2	2	2	1	2	1
17	2	2	1	1	3	3	4	2	2	4	1	1
18	2	2	2	1	2	2	2	2	2	2	2	1
19	2	3	1	1	4	2	2	2	2	2	2	2
20	1	1	2	2	4	1	2	2	1	4	2	2
21	2	1	4	1	3	2	2	2	2	2	2	3
22	2	2	2	1	2	3	2	2	1	3	2	2
23	2	2	2	2	2	2	2	2	2	1	1	1
24	2	2	1	2	2	1	2	1	2	2	2	1
25	1	2	2	1	2	2	2	1	1	4	1	2
26	2	3	1	2	3	2	2	2	1	1	4	1
27	2	1	2	3	2	2	2	2	2	3	2	2
28	2	2	1	2	4	2	1	2	1	2	1	2
29	2	1	4	2	2	2	2	1	1	2	2	2
30	1	4	2	2	2	2	3	2	4	1	2	2
31	2	2	2	4	1	2	2	2	2	2	2	3
32	1	2	2	1	2	2	1	1	2	3	4	1
33	1	2	2	2	2	1	1	2	2	2	1	2
34	2	2	3	2	2	2	3	2	2	2	2	2
35	2	2	1	3	1	2	2	2	2	2	1	2
36	2	2	2	2	2	2	2	2	4	2	2	1
37	2	2	2	2	1	2	2	2	1	2	1	2
38	2	2	3	1	1	2	2	2	1	2	2	2
39	2	3	2	1	1	2	2	1	1	2	2	2
40	2	2	1	2	2	1	1	3	3	2	1	3
41	1	1	1	2	3	2	2	2	2	2	2	2
42	1	1	1	2	2	3	2	2	1	1	4	1
43	2	4	2	2	1	2	2	3	2	1	4	4
44	1	2	2	3	1	1	2	2	2	2	1	4
45	2	2	1	2	2	1	1	1	2	3	2	4
46	4	1	1	1	3	2	2	2	1	2	3	2
47	1	2	2	3	4	2	2	1	4	2	2	3
48	2	2	2	2	1	3	1	2	2	1	1	2
49	2	2	2	2	4	2	1	1	3	4	1	3
50	1	1	3	4	2	4	1	3	1	1	1	1
51	2	4	2	1	2	2	2	2	3	1	1	2
52	2	3	2	1	1	2	3	2	2	2	2	2
53	2	4	2	2	2	2	2	1	2	2	2	3
54	1	1	1	2	2	2	2	2	2	2	3	3
55	2	3	2	2	2	1	1	1	3	2	1	1
56	2	1	4	2	2	1	2	2	1	2	2	2
57	2	1	2	3	2	2	1	1	2	1	2	4
58	1	1	2	1	2	2	2	2	1	2	1	2
59	1	2	1	3	2	2	1	1	2	2	2	3
60	2	1	4	2	2	1	2	1	2	2	3	4
61	4	2	2	2	1	1	2	2	2	1	2	2
62	2	1	2	2	2	2	2	2	2	2	2	2
63	3	2	2	2	2	2	2	1	2	2	3	1
64	4	2	2	2	2	1	1	2	2	2	1	4
65	1	2	3	2	2	2	2	1	2	2	1	2
66	1	1	2	2	2	1	1	2	2	4	2	1
67	2	2	1	2	2	2	2	1	2	2	2	2
68	1	3	2	2	3	2	3	2	2	2	1	2
69	2	2	2	1	2	1	1	1	1	1	2	1
70	2	1	2	2	2	2	2	2	1	2	2	2
71	3	2	1	2	2	1	3	1	4	2	1	2
72	2	2	1	2	3	2	1	2	2	4	3	2
73	1	2	2	1	2	1	1	2	2	1	2	1
74	3	1	1	2	3	2	2	1	2	1	2	2
75	4	1	2	2	2	1	4	2	2	2	2	2
76	1	2	1	2	2	1	2	1	2	2	2	4
77	1	2	1	1	2	2	4	2	2	2	2	2
78	4	2	2	2	3	3	2	2	1	3	3	1
79	2	2	1	1	2	2	2	2	2	1	1	4
80	2	2	2	2	2	2	2	3	1	3	2	2
81	2	2	2	1	2	3	4	2	2	2	2	1
82	2	1	2	2	1	1	1	1	3	1	4	2
83	2	1	2	2	1	1	2	2	4	3	2	3
84	2	1	1	2	2	1	1	3	1	1	2	2
85	2	2	2	1	1	3	1	1	2	2	2	1
86	3	4	3	1	4	2	2	2	2	2	2	1
87	1	1	3	4	2	4	2	4	2	2	2	1
88	2	2	2	2	2	2	3	2	2	2	3	2
89	2	1	2	2	2	2	1	1	2	1	1	1
