	gene8	gene7	gene1	gene3	gene4	gene2	cellnum	chrom3	chrom2	gene5	gene6	chrom1
0	4	2	2	2	2	2	2	2	2	2	2	2
1	1	2	2	3	1	2	1	1	2	1	1	1
2	2	2	2	2	3	1	1	3	2	2	1	1
3	2	1	2	2	2	1	2	4	1	2	1	1
4	4	1	2	1	2	2	2	2	2	1	2	2
5	2	2	2	2	2	2	4	3	1	1	2	2
6	1	1	1	2	1	4	2	2	1	2	2	1
7	2	3	2	2	1	4	3	1	4	2	2	4
8	1	2	2	2	2	2	2	2	2	1	3	1
9	1	1	2	2	1	2	3	2	3	2	2	2
10	2	1	2	2	2	2	2	1	4	3	1	1
11	2	2	2	2	2	1	2	2	1	2	1	2
12	2	1	4	1	2	1	4	4	2	2	2	1
13	1	1	4	2	2	2	1	2	1	1	3	2
14	2	4	2	3	2	3	2	2	1	2	2	2
15	2	2	1	2	2	2	2	1	2	2	2	1
16	2	2	2	1	4	3	3	2	3	2	1	1
17	2	3	2	2	2	2	2	2	1	2	3	2
18	2	3	1	2	2	2	1	2	2	2	2	1
19	2	2	2	2	2	2	2	2	1	2	1	2
20	1	2	2	1	2	2	2	2	2	2	2	2
21	2	1	1	2	1	2	2	4	2	2	2	3
22	2	1	2	1	2	3	1	2	2	1	2	1
23	2	2	1	2	2	2	2	1	2	2	2	2
24	2	2	2	2	2	1	3	1	2	2	1	2
25	2	2	2	2	2	2	4	1	2	2	2	1
26	2	2	2	2	1	3	2	2	1	2	1	1
27	2	1	2	1	2	2	4	2	4	2	1	1
28	2	2	1	2	2	1	2	4	2	1	2	1
29	2	1	2	2	2	2	2	2	1	1	2	2
30	2	2	1	2	4	2	3	4	3	1	2	1
31	2	1	1	1	4	1	2	2	2	1	2	2
32	2	2	1	2	2	2	2	2	2	2	2	2
33	4	2	1	1	1	2	2	2	1	2	1	1
34	1	2	3	2	4	2	2	2	1	2	2	1
35	1	2	2	4	2	1	2	1	3	1	1	1
36	1	1	2	1	1	1	2	1	2	2	1	2
37	3	2	2	1	2	2	4	4	2	3	1	1
38	2	1	2	1	1	1	2	2	1	2	2	1
39	3	1	1	2	1	3	4	2	1	2	2	2
40	2	3	1	2	1	3	2	1	2	2	1	2
41	1	2	2	2	2	1	2	2	2	4	1	2
42	3	2	1	2	3	2	2	2	2	1	2	1
43	3	1	1	1	2	2	2	3	2	1	1	2
44	2	1	2	1	2	2	2	1	2	1	2	2
45	1	1	2	1	2	2	2	1	1	2	3	2
46	2	1	2	2	1	1	1	2	3	3	2	2
47	1	2	2	2	2	1	1	2	1	2	2	1
48	2	2	3	2	3	1	2	2	3	2	2	2
49	2	3	2	2	4	1	2	2	1	2	2	2
50	3	2	2	2	1	2	1	2	2	2	3	2
51	3	2	3	2	2	2	1	2	2	2	1	1
52	2	2	2	1	1	2	1	1	1	2	2	2
53	2	2	2	1	2	2	2	2	1	2	1	2
54	1	2	2	1	2	2	1	2	2	2	2	1
55	2	2	1	2	2	2	1	2	2	2	2	2
56	2	1	2	2	2	2	2	2	2	3	2	2
57	2	2	2	2	3	3	1	1	2	2	1	2
58	2	4	2	2	3	2	2	2	2	2	1	1
59	2	2	1	1	2	2	2	1	1	1	1	2
60	2	1	2	2	1	2	2	2	1	1	2	2
61	2	2	2	2	2	1	2	1	2	3	3	3
62	2	2	2	1	2	2	1	2	1	2	1	3
63	2	1	2	2	2	2	1	2	1	2	2	1
64	2	2	2	2	1	2	2	4	2	3	4	1
65	2	2	1	1	2	2	1	4	3	2	2	2
66	1	3	2	3	1	2	2	2	3	4	2	2
67	2	1	2	3	1	2	1	2	2	2	2	1
68	2	4	2	2	1	1	2	2	4	2	3	1
69	1	1	3	4	2	4	3	3	3	3	2	2
70	1	4	2	4	1	2	1	2	4	4	3	2
71	4	2	2	1	2	2	2	1	2	4	2	4
72	3	1	1	2	2	1	2	2	2	2	1	2
73	1	2	1	2	1	2	2	2	2	1	1	2
74	2	1	2	4	2	2	2	2	1	2	1	4
75	2	1	1	2	2	4	3	1	2	1	3	3
76	3	2	1	2	1	1	1	2	1	4	1	4
77	2	2	2	2	1	4	2	1	3	3	1	3
78	1	1	2	3	3	2	2	2	2	2	2	3
79	2	2	1	2	3	2	2	2	2	2	1	2
80	2	1	2	2	2	1	3	2	1	1	4	2
81	2	3	2	2	2	2	1	2	1	4	2	2
82	2	2	3	3	1	3	2	2	2	4	2	2
83	2	4	2	2	1	1	2	2	2	2	2	2
84	2	2	3	2	2	2	2	2	2	2	1	2
85	1	1	2	3	3	2	2	3	1	1	2	2
86	1	1	2	1	2	3	4	1	2	2	2	1
87	2	2	4	1	2	2	2	2	2	2	1	2
88	3	1	3	2	2	2	3	1	2	2	2	2
89	2	2	2	2	1	2	2	1	1	2	4	2
