	gene8	gene7	gene1	gene3	gene4	gene2	cellnum	chrom3	chrom2	gene5	gene6	chrom1
0	2	2	4	2	1	3	1	2	2	2	2	2
1	1	3	2	2	2	1	2	2	2	2	2	2
2	2	2	3	2	2	2	1	1	3	2	2	1
3	2	1	2	2	2	2	2	2	2	2	2	2
4	2	1	2	3	1	2	2	1	1	1	1	2
5	3	3	2	2	2	2	2	2	1	2	2	2
6	1	2	2	4	2	4	1	2	2	2	2	2
7	2	1	2	2	2	2	2	1	4	2	2	2
8	2	1	2	2	2	2	1	1	2	4	1	2
9	4	3	2	2	2	2	1	2	4	4	2	3
10	2	1	2	2	2	3	2	1	2	2	2	3
11	2	2	3	2	2	3	2	2	2	1	2	2
12	2	1	2	4	2	2	1	2	1	2	2	3
13	1	2	2	3	2	2	3	2	2	2	1	2
14	4	2	2	2	2	1	1	1	2	2	2	2
15	1	3	1	2	1	1	1	2	2	2	2	1
16	1	1	2	1	2	4	2	2	2	3	2	3
17	2	2	1	2	1	2	2	1	3	1	2	4
18	2	1	1	1	1	2	2	2	3	2	2	1
19	2	2	1	2	1	1	2	4	2	3	4	2
20	2	2	2	2	2	2	2	2	3	1	1	1
21	2	3	2	3	2	1	1	2	3	1	2	1
22	1	2	2	2	2	2	2	2	1	1	3	2
23	2	2	2	2	2	1	1	2	2	1	2	2
24	1	1	2	4	1	2	2	2	2	2	2	2
25	2	2	2	4	1	2	2	2	2	3	1	3
26	3	2	1	1	2	1	4	1	3	3	2	2
27	2	2	2	1	1	2	2	1	2	2	1	2
28	2	2	4	2	4	1	1	1	4	2	3	2
29	1	2	4	2	2	2	2	1	1	2	3	2
30	1	2	2	1	2	2	1	1	2	2	2	1
31	1	3	2	1	2	2	3	1	2	2	3	2
32	4	2	2	2	2	2	1	2	2	2	1	2
33	2	2	2	1	2	4	2	2	2	2	2	2
34	1	1	2	4	2	1	3	2	2	2	2	3
35	1	1	2	2	2	2	2	2	2	2	1	1
36	1	2	1	2	2	1	2	1	1	2	2	2
37	3	1	2	2	1	3	1	2	2	1	2	1
38	2	2	2	2	2	1	2	2	2	1	2	2
39	1	1	1	2	2	3	2	1	2	2	2	1
40	2	3	1	2	1	1	1	1	1	1	2	2
41	2	2	3	2	2	3	2	1	2	1	1	2
42	3	2	2	1	2	1	2	2	1	1	2	1
43	1	2	1	1	2	2	2	2	1	3	3	2
44	2	2	2	1	2	3	1	2	2	4	1	3
45	3	1	2	2	3	2	1	2	2	2	2	1
46	1	2	2	2	3	1	1	2	2	2	1	2
47	1	2	2	1	2	2	2	2	4	2	1	1
48	2	3	2	1	2	3	2	2	2	3	3	3
49	2	1	2	2	2	2	2	2	2	2	2	1
50	2	2	2	2	1	2	2	2	2	1	2	1
51	2	1	2	2	2	2	2	2	2	2	2	1
52	2	2	2	1	1	2	1	2	2	2	2	2
53	2	1	2	2	2	2	1	2	2	1	1	1
54	1	2	2	2	2	2	2	1	3	2	2	2
55	2	2	1	2	2	2	2	2	1	3	2	2
56	2	2	2	1	1	1	2	2	2	2	2	2
57	2	2	1	1	1	1	2	2	1	1	2	2
58	1	2	2	1	2	2	2	2	1	2	1	2
59	3	2	1	2	2	2	1	4	1	4	4	1
60	2	1	2	2	2	2	2	1	2	2	2	2
61	4	1	1	1	2	2	2	2	1	1	2	2
62	4	2	2	4	2	2	2	2	1	1	2	2
63	3	2	2	2	3	2	1	2	2	3	1	1
64	1	2	1	1	1	2	1	1	3	1	2	4
65	3	2	2	2	2	2	2	1	2	2	2	1
66	2	2	2	1	1	2	2	2	3	2	2	1
67	1	1	2	2	3	2	2	2	1	1	2	2
68	1	3	2	1	3	2	4	1	1	1	1	3
69	1	3	3	2	1	1	2	2	2	1	4	1
70	2	1	1	1	2	2	4	2	2	1	2	2
71	2	2	1	2	2	2	1	2	2	1	3	4
72	1	2	2	2	1	2	1	2	2	1	3	2
73	2	2	2	2	3	1	1	2	1	2	1	2
74	2	2	2	1	2	2	2	1	2	2	2	2
75	2	3	1	2	1	1	1	1	1	2	2	1
76	1	2	2	2	1	2	1	2	1	1	1	3
77	2	2	4	2	1	1	2	1	2	4	2	2
78	2	1	2	1	1	2	2	2	1	2	2	1
79	2	1	2	2	3	1	1	2	2	2	2	2
80	2	2	2	2	2	2	2	1	1	2	2	4
81	2	1	2	1	1	2	2	1	2	2	1	1
82	3	4	2	2	2	1	1	2	3	1	2	2
83	2	1	2	2	2	3	2	2	2	2	2	1
84	2	1	1	2	2	1	2	2	3	1	1	2
85	3	2	4	2	1	2	2	3	2	1	1	3
86	2	2	2	4	2	1	2	1	2	2	2	1
87	1	1	2	1	2	2	2	2	2	2	3	2
88	2	2	2	2	3	2	2	2	2	2	2	4
89	1	2	1	1	1	2	2	2	1	2	2	1
