	gene8	gene7	gene1	gene3	gene4	gene2	cellnum	chrom3	chrom2	gene5	gene6	chrom1
0	2	2	2	2	2	3	2	2	1	2	1	2
1	3	2	2	2	1	2	2	1	2	4	2	2
2	3	2	1	2	2	2	1	2	1	2	2	2
3	2	1	3	2	2	1	2	2	1	1	2	2
4	2	2	1	2	2	2	1	2	1	2	2	1
5	2	2	2	1	2	1	1	2	1	2	2	2
6	2	2	2	2	2	3	2	2	2	2	1	2
7	2	2	2	2	2	1	2	2	1	2	2	1
8	1	3	2	3	2	2	3	1	3	2	2	1
9	2	1	3	1	2	2	2	2	2	1	2	1
10	1	2	2	2	1	4	2	2	1	1	3	2
11	3	2	1	2	2	2	2	2	2	3	3	2
12	3	1	2	1	2	2	1	2	2	2	1	2
13	1	2	2	2	2	2	2	2	1	2	4	2
14	2	3	1	4	2	2	2	2	2	3	1	1
15	3	2	1	2	2	2	2	2	2	1	2	1
16	2	3	2	2	2	2	1	2	1	3	2	2
17	2	1	2	2	2	2	2	3	4	2	2	3
18	2	2	2	2	1	1	2	2	4	2	1	2
19	2	2	3	2	2	1	2	2	3	1	1	2
20	4	1	3	1	2	2	2	1	2	1	2	1
21	2	2	2	3	2	2	2	1	1	2	2	1
22	1	2	1	2	2	2	1	1	3	1	2	1
23	1	2	1	2	1	2	4	2	2	4	1	1
24	1	2	2	2	2	2	2	1	3	1	2	1
25	2	2	2	2	2	2	2	4	1	2	2	2
26	2	1	4	1	3	3	2	3	2	2	2	3
27	2	2	2	2	2	2	1	1	1	4	2	1
28	2	1	2	3	3	2	2	1	2	3	2	2
29	1	3	2	2	2	2	2	2	1	2	4	2
30	3	2	2	2	1	2	3	4	3	1	2	2
31	1	2	1	3	1	1	2	2	1	1	2	2
32	3	2	2	2	1	2	1	1	2	2	1	2
33	1	2	2	1	2	2	3	2	2	1	2	2
34	2	2	2	2	3	4	1	2	2	1	3	4
35	1	1	2	4	2	2	2	1	2	2	2	1
36	2	1	3	1	2	4	2	2	2	2	1	2
37	2	3	2	1	1	1	1	2	4	1	2	2
38	2	2	1	2	2	2	3	2	3	2	4	2
39	1	4	1	2	2	4	1	4	2	2	2	2
40	1	4	1	2	2	2	2	1	1	3	2	2
41	4	2	1	1	3	4	2	3	1	1	2	2
42	2	2	2	2	2	2	2	2	2	2	2	1
43	1	2	2	2	2	2	2	2	2	1	1	2
44	3	2	3	2	2	1	2	1	3	1	1	1
45	1	2	2	2	2	2	2	2	3	2	3	2
46	2	2	1	4	2	1	1	2	2	2	1	2
47	2	2	1	2	4	2	2	1	2	1	2	2
48	1	4	2	3	1	4	3	3	1	2	2	3
49	1	1	1	1	2	2	1	2	1	1	1	2
50	2	3	2	1	2	1	2	2	2	4	4	2
51	2	2	2	2	1	2	2	1	2	1	2	2
52	1	1	2	1	3	2	4	1	2	2	2	2
53	1	3	2	2	1	2	2	2	2	2	2	2
54	2	2	3	2	1	1	2	2	4	2	2	2
55	2	2	2	1	2	2	2	1	2	2	2	2
56	1	2	2	1	2	2	4	1	2	1	2	2
57	2	2	2	2	1	2	1	2	3	1	2	1
58	4	3	2	2	2	2	2	1	1	3	2	4
59	2	3	1	2	3	2	1	2	4	1	2	3
60	2	1	2	1	2	2	2	2	2	2	3	2
61	2	2	2	3	1	1	2	1	3	1	1	4
62	3	2	2	2	2	1	2	1	2	2	2	1
63	1	2	1	1	2	2	2	1	2	2	1	4
64	2	3	3	1	2	1	2	1	1	2	2	2
65	2	2	3	2	2	1	2	1	4	2	2	1
66	1	2	2	1	1	1	1	2	1	1	2	2
67	2	3	3	2	3	2	1	2	2	4	2	3
68	2	2	2	2	1	1	4	2	2	2	2	4
69	3	4	2	1	2	2	2	2	2	2	1	2
70	2	3	1	2	4	2	1	3	1	2	1	2
71	2	1	2	2	1	2	1	4	3	2	3	2
72	2	2	1	3	2	2	1	1	2	2	2	2
73	1	2	1	2	2	1	4	2	3	2	2	2
74	2	1	2	2	3	2	2	2	2	1	2	1
75	3	2	2	1	2	2	2	1	2	2	2	3
76	1	1	2	1	2	1	1	1	1	1	2	2
77	2	1	2	2	1	2	2	1	1	3	1	3
78	2	2	3	2	2	2	3	2	3	2	1	2
79	1	1	2	1	2	2	2	2	2	3	2	1
80	3	1	4	2	2	1	2	2	3	3	3	1
81	2	1	2	2	2	2	2	2	2	2	2	1
82	2	2	1	2	2	1	2	2	1	2	2	2
83	2	2	4	2	2	2	2	1	1	2	2	3
84	2	2	1	1	3	2	2	2	2	2	1	1
85	3	2	2	3	2	1	3	3	1	2	2	2
86	1	2	2	1	2	3	1	2	1	2	1	2
87	2	2	2	2	2	2	3	2	3	2	2	2
88	2	2	2	2	2	2	2	1	2	3	2	1
89	2	2	2	1	2	2	1	1	2	3	1	2
