	gene8	gene7	gene1	gene3	gene4	gene2	cellnum	chrom3	chrom2	gene5	gene6	chrom1
0	2	2	2	1	2	2	2	2	2	2	1	2
1	2	2	2	2	2	2	2	2	4	2	2	2
2	2	3	1	2	2	1	2	2	2	2	3	2
3	1	1	2	2	1	2	4	2	2	2	1	2
4	2	1	1	2	1	2	2	1	2	2	2	3
5	1	2	3	3	1	2	1	2	2	2	2	2
6	2	2	2	2	2	2	2	2	4	3	2	2
7	2	2	1	2	2	2	2	2	2	2	4	1
8	2	2	2	2	2	1	2	1	1	2	1	2
9	1	2	2	2	2	2	3	2	1	3	2	2
10	2	2	2	2	1	1	2	2	2	2	1	2
11	2	2	2	2	3	2	2	4	2	1	1	1
12	1	4	2	2	2	4	2	1	1	3	2	1
13	1	2	2	1	2	3	1	2	4	1	1	1
14	3	2	2	2	2	2	1	1	2	1	2	2
15	2	2	1	4	2	2	2	2	1	1	2	2
16	1	2	2	2	2	2	2	1	2	2	2	2
17	2	1	4	1	2	2	2	2	2	2	2	1
18	2	3	2	2	2	2	2	1	1	1	3	2
19	2	1	2	2	3	3	2	2	2	2	2	2
20	1	3	1	2	2	2	2	1	2	2	2	1
21	2	1	2	1	2	3	1	1	2	2	2	2
22	2	2	1	2	2	2	2	1	2	3	2	2
23	1	1	1	2	2	2	1	2	2	2	2	2
24	2	1	1	3	2	3	4	2	2	2	2	2
25	2	1	2	2	1	2	1	2	1	2	2	1
26	1	1	3	2	3	2	2	4	1	2	1	4
27	1	2	2	1	4	4	2	1	2	1	2	2
28	2	2	2	2	2	2	2	2	4	2	2	2
29	2	2	2	2	3	1	4	1	2	3	2	1
30	2	1	2	2	2	2	2	4	2	2	3	3
31	2	2	3	2	2	1	1	2	2	2	2	2
32	3	1	2	1	1	2	2	2	2	1	2	1
33	2	2	2	2	2	2	1	2	1	1	1	1
34	2	2	2	2	1	1	2	3	2	2	2	1
35	1	2	2	2	2	1	2	2	4	4	2	2
36	3	2	2	2	2	2	1	2	2	2	2	2
37	2	2	2	1	2	3	1	2	2	2	2	2
38	1	2	2	1	1	2	1	2	2	2	2	2
39	1	2	1	1	2	1	1	1	2	2	1	2
40	1	1	2	3	1	2	3	1	3	3	1	2
41	1	1	2	2	2	1	2	2	1	2	1	4
42	2	2	1	1	1	2	2	1	2	1	1	4
43	1	2	4	3	2	1	1	4	2	2	3	1
44	1	1	2	1	1	2	1	1	2	1	3	2
45	1	1	2	2	2	1	1	2	2	2	2	1
46	2	2	2	1	1	1	2	4	1	2	2	1
47	1	2	2	3	2	1	2	2	2	2	2	1
48	1	1	2	2	1	4	3	2	2	1	2	4
49	4	1	1	1	2	3	2	1	2	2	3	1
50	1	4	2	1	3	4	2	3	1	2	4	2
51	2	2	2	1	2	2	3	2	2	2	1	2
52	2	2	2	2	4	2	1	2	2	1	1	2
53	2	1	2	1	2	1	3	2	2	3	1	2
54	2	2	2	1	2	2	2	2	1	1	2	3
55	2	2	1	2	1	2	2	2	2	2	2	1
56	2	2	1	2	4	1	2	4	1	1	1	2
57	2	2	2	3	1	1	2	2	1	1	2	2
58	1	1	2	1	1	2	2	1	1	1	1	2
59	2	1	2	2	2	2	2	2	2	2	2	2
60	1	2	1	2	2	2	2	2	2	1	1	2
61	1	1	1	2	1	4	2	4	1	3	1	2
62	2	2	2	1	2	3	2	2	1	2	2	4
63	2	2	2	1	2	2	2	1	1	1	2	4
64	1	2	1	2	2	2	2	1	1	3	2	2
65	2	2	1	1	2	2	2	2	2	1	2	2
66	4	2	1	2	2	1	2	2	1	2	2	3
67	2	3	2	2	1	2	1	1	1	2	1	2
68	2	2	2	2	2	2	2	2	2	2	2	1
69	2	4	1	3	2	3	3	2	1	2	1	3
70	2	2	1	2	4	2	2	2	1	2	3	2
71	2	1	1	1	2	2	3	1	1	3	2	2
72	2	1	2	1	3	2	2	2	2	2	1	2
73	2	4	2	1	2	1	2	2	2	2	1	2
74	2	3	1	2	2	1	1	3	2	4	1	1
75	1	2	2	2	1	1	2	2	2	2	1	1
76	1	2	2	1	2	1	1	2	2	1	2	2
77	2	3	4	2	1	2	1	2	2	1	2	1
78	2	1	1	2	2	2	2	2	4	2	1	2
79	3	1	2	3	2	4	2	2	1	1	1	1
80	2	2	1	1	2	2	3	2	2	2	1	1
81	3	3	1	2	2	1	3	2	2	1	3	1
82	4	2	2	2	1	3	2	2	1	2	1	1
83	2	2	2	2	2	2	2	3	1	2	2	1
84	2	1	2	2	2	2	1	2	2	1	2	1
85	1	1	2	1	2	3	1	1	2	2	2	2
86	1	2	2	2	4	1	1	2	2	1	2	2
87	3	1	3	1	2	2	2	2	2	1	2	2
88	3	1	2	1	2	2	3	2	2	2	3	2
89	3	2	1	2	2	2	2	2	1	4	2	1
