	gene8	gene7	gene1	gene3	gene4	gene2	cellnum	chrom3	chrom2	gene5	gene6	chrom1
0	2	2	1	3	1	2	1	1	2	1	1	2
1	3	1	2	2	2	3	3	1	2	2	4	2
2	1	2	1	2	2	2	4	2	2	1	2	3
3	2	2	2	2	2	2	3	2	4	1	2	1
4	2	2	2	1	2	4	3	2	1	1	1	2
5	2	1	3	1	3	2	3	1	2	1	1	1
6	2	1	2	3	1	2	3	1	2	2	2	2
7	2	2	1	2	2	2	2	2	1	2	3	2
8	2	3	2	2	2	3	2	2	2	1	2	2
9	3	1	2	2	1	2	2	2	1	2	1	2
10	2	2	2	2	1	2	2	2	2	2	1	2
11	1	3	4	2	2	2	1	1	3	2	1	1
12	2	4	3	2	2	3	2	1	1	2	2	2
13	2	1	2	4	3	1	2	2	3	2	3	2
14	2	2	2	2	1	2	2	2	1	2	3	2
15	1	3	4	3	1	2	2	1	2	1	1	1
16	2	2	2	1	3	1	2	2	2	2	2	1
17	2	2	2	2	2	3	1	2	1	2	2	2
18	2	1	2	2	2	1	2	2	1	2	2	1
19	3	1	4	1	3	3	2	1	2	1	3	2
20	2	2	2	1	3	3	1	1	3	1	2	2
21	2	2	1	2	2	1	1	2	1	2	2	1
22	2	3	1	2	2	3	2	2	2	1	2	2
23	2	1	2	2	2	2	2	2	1	2	2	3
24	1	2	3	1	2	2	1	2	4	2	1	1
25	2	1	3	2	2	4	2	1	2	1	2	2
26	2	1	1	2	2	2	3	2	1	2	2	1
27	2	2	3	3	1	2	2	1	3	2	2	1
28	2	2	2	2	2	2	2	2	1	2	2	2
29	1	2	2	2	3	2	1	2	3	2	2	2
30	2	2	1	2	2	2	2	3	2	1	2	2
31	4	3	2	2	1	2	2	2	2	3	2	2
32	2	2	1	1	2	2	2	3	2	2	1	2
33	2	2	2	3	2	2	4	2	2	2	1	2
34	3	1	1	1	3	2	2	2	1	2	2	2
35	3	2	1	2	2	2	2	2	1	2	3	4
36	2	1	1	2	2	2	2	2	2	4	2	2
37	2	1	2	2	2	2	2	2	2	1	2	1
38	2	1	3	1	2	1	1	2	2	2	1	4
39	1	1	3	1	2	2	2	1	2	1	2	2
40	2	2	1	1	2	2	1	2	1	2	1	2
41	1	2	1	2	2	3	2	1	2	1	1	2
42	1	1	3	2	4	2	1	1	1	1	2	2
43	2	1	1	1	2	2	2	2	2	2	2	2
44	2	2	2	2	4	2	1	2	1	2	2	2
45	4	2	1	4	1	2	2	1	2	1	4	2
46	2	2	1	1	3	2	2	2	2	1	1	1
47	1	1	2	2	2	1	2	1	2	2	2	2
48	2	2	1	3	2	2	1	2	2	4	3	2
49	2	3	2	2	1	2	1	2	1	2	2	2
50	1	1	2	1	4	2	2	2	1	2	1	1
51	2	1	2	2	2	2	1	1	1	2	1	3
52	3	2	2	2	3	2	2	2	2	2	2	3
53	2	2	3	2	1	2	2	3	2	3	2	1
54	2	4	2	4	1	2	2	3	1	1	2	2
55	4	1	1	2	2	3	1	2	2	1	2	2
56	2	1	2	2	2	1	1	2	2	1	2	2
57	2	2	1	1	1	2	1	1	2	1	2	1
58	2	1	1	4	2	2	1	2	1	2	2	1
59	3	3	2	1	2	1	2	4	1	1	2	1
60	2	2	2	2	3	2	2	1	2	2	2	2
61	2	2	2	2	3	1	2	1	2	3	4	2
62	2	2	2	2	2	2	2	1	2	1	2	2
63	1	2	2	1	2	2	3	2	2	1	2	2
64	1	1	4	1	2	1	1	2	1	1	2	2
65	1	1	3	2	2	1	2	3	2	1	2	2
66	2	2	3	4	4	1	2	2	2	1	1	2
67	2	2	3	2	2	2	2	2	3	2	2	3
68	4	2	1	2	1	2	4	1	2	1	1	4
69	1	4	2	2	1	2	2	2	1	2	2	3
70	1	2	2	2	2	2	3	1	2	2	3	2
71	2	2	2	2	2	2	2	1	1	2	1	2
72	2	1	2	1	2	1	3	2	2	2	1	3
73	3	2	2	2	2	1	2	2	2	3	1	1
74	2	1	2	2	2	1	1	2	1	3	2	4
75	4	2	2	1	4	2	1	1	1	2	2	1
76	3	2	2	2	2	1	2	1	2	2	1	2
77	1	1	3	2	2	2	2	2	2	3	1	2
78	2	2	2	2	3	4	3	2	2	1	1	1
79	2	1	2	2	2	2	3	2	1	1	1	2
80	1	2	2	2	1	1	1	2	4	2	2	3
81	1	4	1	2	3	2	2	3	2	2	2	1
82	2	2	2	2	2	2	2	2	1	1	2	2
83	2	1	1	2	1	3	2	2	1	2	1	2
84	1	1	1	1	2	2	2	1	2	2	2	2
85	2	2	1	2	2	2	2	2	2	2	3	2
86	1	3	2	1	2	2	2	2	2	2	1	2
87	3	3	2	1	1	2	4	2	1	1	2	2
88	4	2	1	1	4	1	1	1	2	3	1	2
89	2	2	2	2	2	2	1	2	2	2	2	2
