	gene8	gene7	gene1	gene3	gene4	gene2	cellnum	chrom3	chrom2	gene5	gene6	chrom1
0	1	3	4	2	1	3	2	1	2	2	1	2
1	1	1	2	2	4	1	2	1	2	4	2	2
2	2	2	1	2	2	2	4	2	2	3	2	2
3	2	2	2	2	2	3	2	2	1	3	3	2
4	2	2	2	2	2	2	1	3	2	1	3	1
5	2	2	1	2	2	2	1	4	2	2	2	3
6	3	2	2	2	2	2	1	1	3	1	3	2
7	2	2	2	2	2	2	2	3	2	2	3	2
8	2	1	3	3	1	1	2	2	2	3	2	2
9	2	2	2	2	3	2	2	2	1	4	2	2
10	2	4	2	2	2	2	2	2	1	1	2	1
11	1	2	2	2	2	1	2	2	1	3	1	2
12	1	2	2	2	2	2	1	2	1	2	1	2
13	2	2	2	2	2	3	2	2	2	2	3	3
14	2	2	2	2	2	1	1	2	1	2	2	2
15	1	1	3	1	2	2	2	2	4	2	2	2
16	1	1	3	2	3	2	2	2	2	2	2	3
17	3	2	3	1	2	2	2	2	2	3	2	2
18	2	1	2	1	1	4	2	2	1	3	1	2
19	2	1	1	2	3	1	2	1	2	2	1	2
20	1	1	1	2	2	3	1	2	1	1	2	2
21	2	3	2	2	1	2	2	2	2	2	1	1
22	2	4	1	1	1	3	2	1	2	2	1	1
23	2	2	2	1	3	2	1	1	2	2	2	2
24	2	2	1	4	4	2	2	2	1	4	1	2
25	2	2	2	3	2	2	3	2	2	1	1	1
26	2	2	2	2	2	4	2	2	2	2	2	2
27	1	1	3	1	2	2	3	2	4	1	1	2
28	2	1	1	1	1	2	3	1	3	2	2	2
29	1	2	2	2	2	1	1	2	2	2	2	1
30	2	2	2	1	2	2	1	2	2	1	2	3
31	2	1	1	2	2	2	2	2	1	1	2	1
32	2	1	1	1	2	1	1	3	2	1	2	2
33	4	2	2	2	1	1	3	2	2	2	1	3
34	1	2	2	2	2	2	1	2	2	3	2	3
35	1	2	4	2	2	1	1	1	2	2	2	2
36	2	2	1	2	2	2	2	1	1	2	1	2
37	3	2	2	2	2	2	1	1	1	2	2	1
38	2	2	2	2	1	1	2	2	2	2	2	1
39	2	1	2	2	2	1	2	1	2	1	2	3
40	2	2	2	1	2	2	4	2	2	2	3	2
41	2	2	2	2	2	2	2	2	1	1	2	2
42	1	1	2	2	3	2	2	2	1	2	2	2
43	1	1	1	1	2	2	2	1	4	1	2	1
44	3	2	2	2	1	2	2	3	2	2	2	1
45	2	2	1	2	1	2	2	2	2	2	2	2
46	1	1	1	1	1	3	1	2	2	4	2	2
47	1	4	1	2	2	2	2	1	2	4	1	1
48	1	2	3	3	1	2	2	2	1	2	1	2
49	4	4	4	2	2	2	4	2	2	3	2	1
50	1	3	1	2	2	1	1	2	2	2	2	2
51	2	1	3	2	3	2	1	2	2	1	1	1
52	2	1	2	1	2	3	2	2	2	2	3	1
53	2	2	3	2	1	1	2	2	2	1	1	3
54	2	1	4	1	3	1	2	1	2	2	3	1
55	1	4	1	4	3	2	1	2	2	2	3	2
56	1	1	2	2	2	2	1	1	1	3	2	1
57	2	2	3	2	2	3	1	1	2	2	2	2
58	2	2	2	2	2	2	4	1	1	2	3	2
59	3	1	3	2	1	4	2	2	2	1	2	2
60	2	1	2	2	1	1	2	2	2	1	3	3
61	3	2	1	1	2	2	1	2	2	2	2	3
62	1	2	2	1	2	3	2	1	2	1	2	2
63	3	1	2	1	1	3	1	2	2	1	2	1
64	1	1	2	2	1	1	2	2	1	2	2	2
65	2	4	1	4	1	2	2	3	1	2	2	2
66	2	2	2	1	2	1	1	1	3	2	2	1
67	1	1	2	1	2	2	3	2	2	4	1	2
68	1	2	2	2	2	2	3	3	2	2	4	4
69	1	2	2	2	2	2	1	1	4	2	3	2
70	2	1	3	2	2	2	2	2	4	4	2	1
71	2	1	2	2	2	2	3	1	1	2	2	2
72	1	2	2	1	4	1	2	2	1	2	3	3
73	1	1	2	2	1	4	2	2	2	2	1	4
74	2	2	2	2	2	1	1	2	2	2	1	2
75	2	2	2	2	2	2	2	2	2	2	2	1
76	2	2	2	2	2	2	2	2	2	2	2	2
77	2	3	2	1	2	4	1	2	3	1	1	1
78	2	2	2	1	1	1	2	3	2	2	1	2
79	2	2	3	2	2	1	2	1	2	1	3	1
80	3	2	2	2	2	2	1	2	2	2	2	2
81	2	2	4	1	2	1	1	2	2	4	1	2
82	2	2	1	2	1	2	2	2	2	3	2	2
83	1	2	2	2	2	2	2	2	2	2	2	2
84	2	2	2	2	2	2	1	2	1	1	2	4
85	1	4	2	2	1	2	2	3	2	1	2	4
86	1	2	1	2	1	1	2	2	2	2	1	3
87	2	1	1	2	1	1	2	2	4	3	2	1
88	2	1	2	2	2	2	2	2	2	2	2	2
89	1	1	1	2	3	2	1	2	1	4	2	2
