	gene8	gene7	gene1	gene3	gene4	gene2	cellnum	chrom3	chrom2	gene5	gene6	chrom1
0	2	2	2	2	2	1	2	1	2	1	2	2
1	2	1	2	1	2	1	1	2	1	4	1	2
2	2	2	2	2	2	2	3	2	2	2	2	1
3	2	2	1	4	1	3	2	1	2	2	2	2
4	2	2	1	2	2	1	2	2	2	2	1	2
5	1	2	1	2	2	1	2	2	1	2	2	3
6	1	2	3	2	3	2	1	2	1	2	2	2
7	2	1	2	2	1	2	2	1	2	2	1	2
8	1	2	1	2	2	2	1	2	2	2	1	2
9	2	2	2	3	2	2	3	2	1	2	1	4
10	1	2	3	3	1	2	2	2	1	1	1	3
11	2	4	4	1	2	2	2	1	2	4	2	2
12	2	2	1	1	1	2	2	2	2	1	2	1
13	1	2	1	2	2	4	2	1	2	2	2	4
14	1	3	3	1	2	2	2	2	2	2	1	2
15	2	1	1	2	1	4	2	1	2	3	2	2
16	2	2	1	1	4	1	2	2	1	2	3	1
17	1	2	2	2	2	1	2	1	1	2	1	1
18	2	4	4	2	2	2	2	2	2	2	2	3
19	4	2	2	2	2	1	2	1	2	3	2	2
20	1	2	2	1	2	1	2	2	2	2	4	1
21	2	2	2	1	2	1	2	1	2	1	2	2
22	2	1	2	2	1	2	1	2	1	1	2	2
23	2	2	2	2	2	4	2	2	1	1	2	2
24	2	2	1	2	2	3	2	2	2	2	1	2
25	2	2	2	1	2	2	1	1	1	1	1	3
26	2	1	4	2	2	2	2	1	1	2	2	2
27	2	1	3	3	3	2	1	2	2	2	2	2
28	1	2	2	2	2	2	2	2	2	1	3	1
29	2	3	3	2	2	2	3	1	2	2	4	1
30	2	2	2	2	2	2	4	1	2	1	2	1
31	2	4	2	2	2	1	2	2	2	3	1	1
32	1	1	2	2	3	1	2	2	1	2	2	2
33	2	2	2	2	2	1	2	1	1	1	4	2
34	2	1	2	2	2	2	2	2	2	1	1	2
35	3	1	3	4	2	2	1	1	1	2	1	1
36	3	1	1	3	2	1	2	1	2	2	2	3
37	2	2	1	2	2	1	2	2	1	2	1	1
38	1	2	2	1	3	2	1	2	4	2	2	2
39	2	1	2	2	1	2	2	2	1	2	1	2
40	2	2	1	1	1	2	3	3	2	2	2	2
41	2	3	1	1	2	2	2	2	2	1	1	4
42	4	1	2	2	4	2	2	3	1	2	2	2
43	2	2	2	1	3	3	1	4	3	2	2	4
44	2	1	3	2	2	1	3	3	2	1	2	3
45	1	2	1	2	1	2	1	2	3	1	2	2
46	2	2	2	1	2	2	1	1	4	3	2	2
47	2	2	2	1	2	2	1	2	2	3	2	2
48	2	2	1	2	2	4	2	3	1	2	4	2
49	2	2	2	1	2	2	2	2	2	2	2	1
50	1	2	2	2	1	1	2	2	1	2	2	1
51	1	1	2	2	2	3	1	2	1	3	2	2
52	2	2	2	4	2	2	3	3	1	2	2	1
53	2	2	2	1	1	2	1	2	1	1	2	2
54	1	2	2	2	3	2	1	2	2	2	2	2
55	2	1	2	2	2	1	2	1	1	2	2	2
56	2	2	2	2	1	2	1	1	1	3	2	2
57	1	2	2	1	3	2	2	2	2	2	2	2
58	1	2	1	4	2	2	1	2	1	1	2	1
59	2	2	1	1	1	2	2	2	2	2	2	2
60	2	1	1	1	1	2	2	2	2	2	1	2
61	2	1	2	1	3	2	2	2	3	3	3	1
62	2	1	1	2	2	2	2	1	2	2	3	1
63	1	2	1	2	1	1	2	2	2	2	2	1
64	2	2	2	2	1	3	4	2	1	2	2	1
65	1	2	2	2	3	2	2	2	2	2	1	2
66	2	1	2	2	2	1	2	1	2	2	2	2
67	1	1	3	2	2	1	2	2	1	1	1	1
68	4	1	4	3	2	2	2	1	2	2	2	2
69	2	2	1	2	2	1	1	2	2	2	1	1
70	2	1	2	4	2	2	2	2	1	2	2	1
71	3	2	1	1	1	3	2	2	1	1	2	2
72	2	1	1	2	1	2	2	2	1	2	1	1
73	2	2	2	1	2	1	4	2	3	1	1	1
74	1	1	3	1	2	2	3	4	2	2	2	1
75	2	2	3	2	2	2	1	2	2	2	1	3
76	2	1	1	2	2	2	3	3	1	2	1	2
77	2	1	2	2	2	1	2	1	2	2	1	3
78	2	2	1	3	2	1	1	2	2	1	2	1
79	1	1	1	2	1	2	2	2	2	1	2	2
80	2	2	2	3	1	2	2	2	1	2	1	2
81	1	1	1	2	1	2	1	3	1	2	2	2
82	2	2	2	1	2	2	2	2	1	1	1	2
83	2	2	2	1	1	2	2	3	1	2	1	4
84	1	2	2	2	2	2	1	3	1	1	2	2
85	2	1	1	2	3	2	2	2	3	2	1	1
86	4	2	2	2	2	2	2	1	1	1	2	2
87	3	1	1	1	2	2	1	2	2	2	2	2
88	2	3	3	2	2	2	2	2	1	2	2	2
89	2	1	2	2	1	2	1	2	2	3	1	4
