	gene8	gene7	gene1	gene3	gene4	gene2	cellnum	chrom3	chrom2	gene5	gene6	chrom1
0	2	4	2	2	2	2	2	2	1	1	2	2
1	2	1	2	4	1	2	2	2	2	1	1	2
2	2	1	1	2	1	2	1	1	2	2	2	2
3	3	2	3	1	2	2	2	2	2	2	2	3
4	2	1	2	2	2	1	3	2	2	3	2	2
5	2	2	2	2	2	2	2	1	1	2	1	2
6	2	2	2	3	2	1	2	2	2	2	2	2
7	2	2	3	1	2	2	1	2	2	1	2	1
8	2	1	2	2	2	3	2	4	1	2	2	3
9	1	2	2	2	1	2	3	2	2	2	2	2
10	4	2	2	2	1	1	1	2	1	2	2	2
11	2	1	2	2	1	1	2	2	2	1	2	2
12	2	1	1	1	1	4	2	2	1	2	2	2
13	2	1	3	2	4	3	1	2	2	2	1	2
14	2	2	2	4	2	2	2	2	2	4	2	1
15	2	2	1	2	2	3	2	2	1	3	2	2
16	2	2	2	2	1	2	2	3	2	1	2	1
17	3	2	2	2	2	3	1	2	2	2	2	1
18	2	2	2	2	2	1	2	1	2	1	3	2
19	2	2	1	4	2	2	2	2	3	3	2	2
20	1	1	2	2	1	1	2	1	1	2	1	1
21	1	2	2	1	2	2	2	4	2	3	4	1
22	1	1	2	2	2	1	2	2	1	2	2	2
23	3	2	2	1	2	2	2	2	1	1	2	1
24	2	2	2	3	3	1	2	2	3	2	2	2
25	1	2	4	1	2	1	2	2	2	1	3	2
26	2	2	1	2	2	1	2	2	3	1	2	1
27	1	1	2	4	1	2	2	2	4	2	2	2
28	1	1	4	2	1	3	2	2	3	3	1	1
29	2	2	1	2	3	1	2	2	2	3	2	2
30	3	1	2	2	1	2	2	2	2	4	1	1
31	2	1	4	4	2	2	4	2	2	3	2	2
32	1	1	2	2	2	2	4	4	2	2	1	2
33	2	1	2	2	1	2	3	2	4	1	2	3
34	2	1	2	2	2	1	2	2	2	3	2	2
35	2	2	2	4	1	2	2	2	2	2	2	2
36	2	2	2	2	1	1	2	2	2	1	3	1
37	1	2	2	2	2	2	2	2	2	2	2	1
38	2	2	1	2	2	2	3	1	1	1	2	2
39	2	2	2	4	2	2	1	2	1	1	2	4
40	2	1	3	2	2	2	2	1	1	4	1	2
41	2	1	2	2	2	2	2	2	2	2	2	1
42	3	3	4	2	2	2	2	2	1	2	1	2
43	2	3	2	2	1	2	2	2	2	2	2	1
44	2	2	2	2	1	1	2	2	4	2	3	2
45	1	1	2	2	2	2	2	2	2	1	1	2
46	3	2	2	2	3	1	1	2	2	1	1	2
47	2	1	2	1	1	2	4	2	1	2	1	2
48	1	2	2	1	4	2	1	2	2	3	2	2
49	4	2	1	1	1	2	2	1	1	3	3	1
50	2	2	3	4	1	3	2	2	2	3	1	2
51	2	2	2	1	2	1	2	2	2	2	3	1
52	4	2	2	2	1	2	2	1	2	2	3	3
53	2	2	1	3	1	1	1	2	2	4	2	1
54	1	2	2	2	1	1	3	3	2	2	2	2
55	2	2	2	1	1	3	2	3	2	2	2	1
56	2	2	2	2	2	2	2	2	2	2	2	1
57	1	3	1	2	2	2	1	1	2	2	2	2
58	2	1	1	1	2	2	1	2	2	4	2	2
59	3	1	2	2	2	2	2	2	2	2	1	2
60	2	1	1	1	1	1	1	1	2	4	2	1
61	1	1	2	1	3	1	2	2	2	4	2	2
62	3	2	1	2	1	2	2	2	1	1	1	2
63	2	2	1	2	2	4	1	3	2	2	3	4
64	2	1	2	1	3	2	2	4	1	2	1	2
65	1	2	2	4	2	1	2	1	1	3	2	4
66	2	1	2	2	2	3	1	1	4	2	2	2
67	2	1	2	1	2	2	1	2	1	2	2	2
68	1	1	1	2	2	2	1	2	2	1	2	4
69	2	2	2	2	3	2	1	2	2	3	2	2
70	1	3	1	1	2	1	2	4	2	2	2	2
71	2	2	2	2	2	2	2	2	1	1	1	2
72	3	1	1	1	3	1	3	2	2	2	2	1
73	1	3	2	2	3	2	2	2	2	1	2	2
74	2	1	1	3	4	2	2	2	2	1	4	2
75	2	1	2	2	1	3	2	2	1	2	4	1
76	2	3	3	2	2	2	2	1	3	2	1	1
77	2	2	4	2	2	2	2	2	1	1	3	4
78	2	1	1	2	1	1	2	3	1	2	2	1
79	2	2	2	3	1	1	2	2	2	2	2	2
80	2	2	2	2	2	3	1	2	2	1	2	3
81	1	2	1	3	2	2	1	2	2	2	3	3
82	1	2	3	1	2	2	2	2	2	4	2	2
83	1	2	2	2	2	1	3	2	2	2	2	2
84	2	2	2	1	4	3	2	2	1	2	2	1
85	1	4	2	1	3	2	3	3	2	2	3	2
86	2	2	2	2	2	2	2	1	1	2	2	2
87	2	2	2	2	2	2	3	1	1	2	1	3
88	2	2	4	1	2	2	2	1	2	2	1	3
89	2	3	3	1	2	1	1	4	3	2	3	3
