	gene8	gene7	gene1	gene3	gene4	gene2	cellnum	chrom3	chrom2	gene5	gene6	chrom1
0	1	2	2	2	2	1	2	2	2	2	2	2
1	2	1	2	2	1	2	2	2	1	3	1	2
2	1	2	1	2	2	2	1	1	3	1	1	2
3	3	2	2	2	2	1	3	2	1	2	2	2
4	2	2	3	3	2	1	2	1	2	2	2	1
5	2	1	3	2	1	4	2	2	2	2	3	1
6	1	1	2	2	3	1	2	2	4	2	1	2
7	2	2	2	2	2	1	1	1	3	2	1	3
8	2	2	2	1	4	2	1	2	2	2	2	3
9	1	2	2	1	2	1	2	2	3	2	2	2
10	1	2	1	2	2	1	2	2	2	2	2	3
11	2	3	1	2	1	2	2	2	2	2	2	1
12	3	1	1	2	2	2	2	3	2	2	2	1
13	2	2	2	3	2	1	2	1	1	1	2	3
14	2	2	1	1	1	1	2	2	2	1	2	2
15	2	2	2	1	2	3	1	2	4	2	2	2
16	1	2	1	1	2	2	4	2	1	3	3	2
17	3	2	1	1	1	1	2	2	2	2	2	2
18	2	2	2	1	1	2	2	1	2	2	2	2
19	2	2	2	1	2	2	2	2	2	2	2	2
20	1	1	2	3	3	2	1	2	2	3	1	2
21	2	2	2	2	2	1	2	2	3	2	2	2
22	1	1	2	2	2	2	3	2	1	2	1	2
23	1	4	4	3	3	2	2	1	1	2	2	2
24	2	2	1	2	1	2	3	2	1	2	2	1
25	1	3	1	1	1	2	2	3	2	1	2	1
26	2	2	2	1	2	2	2	1	2	4	1	1
27	1	1	2	2	2	1	2	1	2	4	2	2
28	2	2	1	2	1	1	2	1	4	2	1	3
29	2	1	1	3	2	1	2	2	1	2	2	1
30	4	1	1	1	4	2	2	2	2	2	2	2
31	2	3	4	2	2	2	2	2	2	2	1	2
32	2	3	2	2	1	4	2	1	1	2	2	2
33	1	2	2	1	1	2	1	2	2	1	2	2
34	1	2	2	2	1	2	2	1	2	1	2	2
35	2	1	2	1	1	2	2	2	1	1	1	2
36	1	2	1	2	1	1	2	2	1	1	2	1
37	2	4	1	1	4	1	1	2	1	2	2	1
38	2	2	1	2	2	2	1	2	4	2	1	2
39	2	2	2	2	3	1	2	2	1	2	2	2
40	2	2	2	1	4	1	1	2	2	1	2	4
41	1	2	1	2	1	2	4	2	2	1	4	2
42	1	2	2	2	2	1	2	3	2	3	1	1
43	3	4	1	3	2	3	2	2	2	2	2	2
44	2	2	2	2	3	2	2	2	3	2	4	2
45	1	2	2	2	2	1	3	2	1	4	4	2
46	2	1	2	2	2	1	4	4	4	2	1	1
47	2	2	2	1	2	2	1	2	2	2	2	2
48	2	2	1	2	3	2	2	1	2	3	1	4
49	2	4	1	2	2	2	2	2	2	2	2	1
50	2	2	2	1	2	1	2	2	1	2	2	2
51	4	2	2	2	2	2	1	1	1	3	1	2
52	2	2	2	1	2	1	2	4	2	1	1	2
53	4	2	1	2	1	2	2	1	2	4	2	2
54	1	4	2	2	2	1	1	2	2	2	2	1
55	2	4	2	2	2	1	3	2	1	1	2	2
56	1	1	2	3	1	2	1	2	2	2	1	2
57	1	2	1	1	3	2	2	1	1	2	2	2
58	2	1	2	4	4	2	2	2	2	2	2	1
59	1	2	1	2	3	2	2	1	2	3	2	2
60	3	3	2	2	2	2	3	2	2	3	2	2
61	2	2	1	1	2	2	1	1	3	2	2	2
62	4	1	1	2	1	3	2	1	2	1	2	2
63	1	2	3	3	2	2	2	2	3	2	2	2
64	2	1	2	1	2	1	2	2	4	3	1	1
65	1	2	2	2	2	4	2	2	2	2	2	2
66	2	1	2	3	2	3	2	2	4	1	2	4
67	3	2	2	2	2	2	2	1	1	2	2	1
68	3	1	4	2	2	2	2	3	1	2	2	1
69	2	2	2	2	2	3	2	1	1	1	1	1
70	2	3	3	4	2	3	2	2	2	3	2	2
71	1	2	1	2	2	2	1	2	3	2	2	1
72	2	2	1	2	2	2	2	2	2	1	2	2
73	2	2	1	2	2	1	3	2	2	2	1	2
74	2	4	1	1	1	2	2	2	2	2	1	3
75	2	1	2	3	1	2	1	1	1	2	1	1
76	1	2	2	2	2	1	2	2	2	2	1	1
77	2	1	3	2	3	3	2	1	2	2	3	1
78	4	2	2	3	2	2	2	2	1	2	1	2
79	1	2	2	2	2	3	1	2	2	1	2	2
80	3	2	2	2	2	2	4	2	3	3	1	2
81	2	2	1	2	2	2	2	2	1	2	1	2
82	1	2	1	2	2	1	1	3	3	1	3	2
83	2	2	1	2	2	2	2	1	2	2	4	2
84	1	1	4	2	2	2	2	1	1	2	2	2
85	1	2	2	2	1	2	1	2	1	2	1	2
86	1	2	2	2	2	1	1	1	1	1	2	2
87	2	2	2	2	1	2	2	1	2	2	2	2
88	2	1	2	1	1	3	2	2	2	2	2	2
89	2	2	1	1	1	1	1	3	3	2	3	2
