	gene8	gene7	gene1	gene3	gene4	gene2	cellnum	chrom3	chrom2	gene5	gene6	chrom1
0	2	2	2	1	2	2	1	3	1	2	1	1
1	1	2	2	2	1	2	3	3	4	4	2	2
2	2	2	3	2	1	2	2	2	2	1	1	2
3	2	2	2	1	2	2	2	2	1	2	2	4
4	3	1	2	2	2	2	1	2	2	2	2	2
5	2	4	1	2	2	2	2	2	2	2	1	2
6	3	2	1	1	2	2	2	3	2	3	3	3
7	2	3	4	1	2	2	2	2	1	1	2	2
8	2	2	3	2	1	1	1	2	2	1	2	2
9	1	2	2	3	2	2	1	2	2	1	2	2
10	1	1	1	2	3	1	2	1	2	4	2	3
11	2	2	3	2	2	4	1	2	2	2	1	3
12	1	3	1	2	2	1	2	2	2	3	2	1
13	2	1	1	2	2	2	2	2	3	2	1	3
14	2	2	2	2	2	1	2	2	2	1	4	4
15	2	1	1	2	1	3	1	2	2	2	2	2
16	3	2	2	1	1	2	3	2	2	2	2	1
17	2	2	3	3	1	1	2	3	2	3	1	2
18	2	2	2	2	2	1	2	2	2	2	2	2
19	1	2	1	1	1	1	2	1	1	1	1	2
20	2	2	3	1	3	1	2	2	1	1	1	1
21	2	4	1	3	2	2	2	2	2	2	2	2
22	2	3	2	4	1	2	1	1	2	2	2	2
23	3	2	2	1	3	2	2	2	2	2	2	2
24	2	1	1	3	4	2	2	2	2	2	1	1
25	2	2	2	2	3	2	1	2	1	1	2	2
26	2	2	1	1	2	2	2	2	2	1	2	4
27	2	2	2	1	2	1	2	2	2	2	1	2
28	3	2	2	2	2	2	3	1	2	2	2	2
29	2	2	2	2	2	2	2	2	2	1	4	2
30	2	2	2	3	2	4	2	3	2	1	2	3
31	1	2	2	3	3	2	2	2	1	1	2	2
32	4	1	2	1	2	2	1	1	2	1	2	2
33	1	2	2	2	4	2	4	2	1	2	2	1
34	2	2	4	3	1	1	2	2	2	2	3	2
35	1	2	2	2	2	2	2	2	2	2	2	1
36	2	2	1	2	2	1	4	1	2	2	2	2
37	2	4	3	2	2	3	1	2	2	1	2	2
38	2	2	2	1	2	2	1	3	2	2	3	2
39	1	2	2	1	3	2	2	1	1	2	1	1
40	2	3	2	1	2	2	2	2	2	2	2	1
41	1	2	2	3	1	1	4	1	1	1	2	2
42	1	1	2	2	1	1	4	2	1	2	1	1
43	1	2	1	2	1	2	1	2	2	2	2	1
44	4	4	1	2	3	1	2	1	1	2	2	1
45	3	2	2	1	2	2	2	2	1	1	2	1
46	2	2	2	1	1	3	2	4	1	1	2	3
47	2	2	2	1	1	2	1	2	3	1	2	1
48	3	1	3	2	1	2	2	2	3	2	2	1
49	2	2	2	2	2	3	2	2	2	3	2	2
50	2	2	2	2	2	2	1	2	4	1	2	2
51	2	2	2	2	1	3	2	1	2	2	2	1
52	2	2	1	1	2	2	1	1	1	1	2	2
53	2	4	2	1	2	2	3	2	1	2	3	2
54	2	2	2	3	2	2	2	2	2	2	2	2
55	2	2	2	3	1	2	4	1	1	2	1	2
56	2	1	2	3	3	2	2	2	1	2	2	1
57	2	4	2	2	3	2	2	2	2	2	2	2
58	2	2	2	2	2	1	2	2	3	2	2	1
59	2	3	1	4	2	2	2	1	2	2	1	2
60	2	2	1	2	2	2	1	4	4	2	2	2
61	3	1	2	3	4	3	2	2	2	1	2	2
62	3	2	2	2	1	2	2	1	1	1	1	2
63	3	2	3	2	2	4	2	2	1	2	2	2
64	2	2	2	2	2	2	2	4	1	1	3	2
65	2	2	2	2	2	1	2	2	2	2	4	2
66	2	2	2	2	2	2	2	3	2	2	2	1
67	2	2	1	1	2	3	2	2	3	2	2	2
68	2	2	4	2	2	2	2	2	1	2	2	2
69	2	2	2	1	2	2	2	2	1	2	2	2
70	3	3	2	1	1	1	1	1	3	2	2	2
71	2	1	1	1	1	1	1	2	2	1	1	1
72	2	2	2	2	2	3	2	1	2	2	1	2
73	2	1	3	2	1	2	2	2	2	1	1	3
74	2	2	2	3	2	2	1	1	1	2	2	2
75	1	2	2	1	1	2	2	2	3	2	2	2
76	4	2	3	1	1	3	2	2	1	2	3	2
77	1	2	1	2	2	2	1	2	3	1	2	3
78	1	2	2	2	2	1	1	2	2	2	1	2
79	2	4	1	2	1	2	1	3	2	2	2	2
80	2	2	3	2	2	2	2	1	2	1	2	1
81	1	4	2	2	1	2	2	1	2	2	1	4
82	2	1	1	2	1	2	2	2	2	2	2	2
83	2	1	2	2	2	2	2	1	1	1	1	2
84	2	2	2	2	1	2	1	2	2	3	1	1
85	3	2	2	1	1	2	2	3	3	2	1	2
86	2	2	1	2	4	1	1	1	1	2	2	1
87	1	1	2	2	3	1	1	2	2	4	2	1
88	1	1	2	2	2	4	2	1	2	2	2	2
89	1	1	1	2	1	3	2	2	2	2	2	2
