	gene8	gene7	gene1	gene3	gene4	gene2	cellnum	chrom3	chrom2	gene5	gene6	chrom1
0	2	1	1	2	1	2	3	2	4	2	3	1
1	2	1	2	1	1	4	3	1	2	1	2	2
2	2	2	2	3	2	2	3	1	1	3	1	1
3	2	2	2	2	2	3	2	2	2	1	2	2
4	1	3	2	2	2	2	1	1	4	4	2	4
5	2	3	1	2	2	2	2	2	1	2	2	3
6	2	2	4	1	2	2	2	4	1	4	2	1
7	1	2	2	2	3	1	2	2	2	1	2	2
8	2	2	1	1	1	2	2	2	2	2	2	2
9	1	2	2	2	1	1	2	2	2	1	1	1
10	2	2	1	4	2	1	2	2	3	1	2	1
11	1	3	2	3	2	1	2	2	3	1	2	2
12	2	3	2	2	4	1	1	2	1	2	1	2
13	2	1	2	2	3	3	1	1	2	1	2	2
14	1	4	3	2	2	1	2	3	2	1	3	2
15	2	4	2	1	2	3	1	2	2	1	2	2
16	2	1	1	1	2	2	2	1	1	2	1	2
17	2	2	2	2	2	2	1	2	2	1	2	4
18	2	2	2	2	2	1	2	2	4	1	2	4
19	2	1	2	2	2	2	2	2	3	1	2	2
20	1	2	1	3	2	2	2	1	2	2	1	2
21	4	2	2	2	2	3	1	2	1	2	2	1
22	2	2	2	1	1	1	2	3	2	2	2	2
23	2	2	2	2	1	2	2	2	2	2	2	2
24	1	2	2	1	2	2	2	1	2	2	2	1
25	2	1	2	1	1	2	2	2	1	2	4	2
26	2	2	2	2	2	4	4	2	2	1	2	3
27	3	2	2	1	1	2	2	2	1	4	2	1
28	2	1	2	2	2	3	1	3	2	4	2	3
29	2	2	3	2	2	2	2	2	1	2	2	1
30	2	2	2	1	1	2	1	2	2	2	1	4
31	3	2	2	2	2	2	2	1	1	2	2	2
32	2	2	1	2	3	1	1	3	3	2	1	2
33	1	2	2	1	2	1	2	1	2	4	3	4
34	2	2	2	2	2	2	2	1	2	2	2	2
35	1	4	2	2	2	2	1	2	1	1	1	2
36	2	1	2	2	1	2	2	2	2	2	1	2
37	2	2	3	2	2	2	2	1	2	1	1	2
38	2	2	2	2	1	2	2	2	2	1	2	1
39	2	1	2	2	2	2	1	1	1	2	1	2
40	2	2	2	1	1	2	1	2	1	1	2	2
41	1	1	2	1	3	2	3	2	2	2	2	2
42	1	1	2	2	2	1	1	2	3	2	3	3
43	1	2	2	2	1	1	1	2	2	2	2	2
44	2	2	2	1	2	2	1	3	1	1	2	1
45	2	2	2	2	4	2	2	2	2	2	1	2
46	2	2	3	2	2	2	2	2	2	2	1	4
47	2	2	2	2	4	3	1	2	1	2	2	1
48	4	2	1	2	2	2	2	2	2	2	2	1
49	2	2	2	1	1	2	2	2	2	4	1	2
50	4	4	2	1	2	2	2	1	3	2	2	2
51	2	1	2	2	2	4	1	2	2	2	3	2
52	2	2	2	2	2	2	2	2	2	1	2	2
53	1	1	3	4	2	2	2	2	1	2	1	1
54	1	1	2	1	1	2	2	2	2	2	1	3
55	1	2	1	1	3	2	1	2	2	1	2	1
56	1	1	2	2	2	1	4	2	2	2	1	1
57	2	2	2	2	3	1	1	2	2	2	2	2
58	2	2	2	1	2	3	3	1	2	2	2	1
59	1	2	2	2	2	2	3	1	2	3	2	2
60	3	2	2	1	1	1	2	2	2	2	1	3
61	2	2	2	2	4	2	2	2	3	2	2	1
62	2	2	2	2	1	2	2	2	2	2	2	2
63	3	2	2	1	2	2	2	2	1	1	2	1
64	1	4	2	1	2	2	2	2	2	1	1	2
65	2	2	2	2	1	2	2	4	1	2	2	2
66	2	1	2	2	2	3	1	3	2	2	2	1
67	2	2	2	3	3	2	1	2	1	1	2	2
68	2	1	2	2	2	2	2	2	1	2	1	1
69	2	2	2	1	2	2	2	1	1	2	2	2
70	2	1	2	1	1	2	1	1	3	1	3	1
71	1	1	1	1	1	2	3	1	1	2	2	4
72	2	2	2	1	2	2	1	1	2	2	3	2
73	2	3	2	2	1	2	2	1	3	2	1	1
74	1	2	1	2	1	2	1	1	2	1	1	2
75	2	2	2	2	2	2	2	2	1	2	1	1
76	4	1	2	2	1	2	2	2	2	2	1	2
77	2	2	2	2	1	2	2	3	4	2	2	1
78	2	2	2	1	1	3	2	2	1	2	3	2
79	1	1	2	2	2	1	2	1	2	1	2	3
80	2	1	1	2	2	2	2	2	1	1	3	1
81	2	2	1	1	2	2	2	3	4	2	2	2
82	2	1	2	2	2	3	2	2	2	3	3	2
83	2	1	2	2	1	2	2	2	2	1	1	2
84	2	2	2	2	2	4	2	2	1	1	2	2
85	2	2	1	1	1	1	4	1	2	3	1	2
86	2	2	1	2	2	4	2	1	1	1	2	2
87	1	4	3	2	2	2	3	1	1	4	2	1
88	1	2	1	2	1	2	2	2	2	2	2	3
89	2	2	2	2	1	2	2	2	1	2	2	2
