	gene8	gene7	gene1	gene3	gene4	gene2	cellnum	chrom3	chrom2	gene5	gene6	chrom1
0	3	2	1	1	3	1	2	2	1	2	1	1
1	2	1	2	1	2	2	2	2	1	1	2	1
2	1	1	1	2	1	2	1	2	1	2	2	1
3	1	2	1	2	1	2	1	3	2	3	1	2
4	1	1	3	4	2	2	2	1	2	1	2	1
5	4	2	2	2	2	2	1	2	2	2	2	2
6	2	2	2	1	2	2	2	2	2	3	2	2
7	2	1	1	2	2	1	1	2	2	1	2	3
8	1	3	2	1	1	2	2	1	2	1	3	2
9	3	3	3	1	1	2	2	2	2	2	3	2
10	1	1	2	2	2	2	2	2	4	2	2	2
11	1	1	3	2	2	2	1	1	3	4	2	2
12	2	2	1	2	2	2	2	2	2	1	4	2
13	1	1	2	1	1	2	2	2	2	1	2	2
14	2	2	1	2	2	3	2	4	4	2	2	2
15	2	2	1	1	1	2	3	1	2	3	2	3
16	2	2	1	2	4	2	1	1	2	1	1	2
17	2	2	2	2	2	2	2	1	2	2	2	1
18	2	2	2	1	1	3	2	2	2	4	1	1
19	2	2	2	3	2	2	1	1	2	1	4	2
20	1	1	2	2	2	1	2	2	2	3	1	1
21	1	1	2	3	2	1	2	2	1	3	1	2
22	3	1	2	1	2	1	2	2	2	2	1	2
23	2	3	2	3	1	2	1	1	2	3	2	2
24	2	2	1	2	1	1	1	3	2	2	1	1
25	2	2	2	1	1	2	1	1	2	2	2	2
26	1	1	3	2	2	2	1	1	1	2	1	1
27	2	1	2	1	2	3	2	3	2	1	2	1
28	1	3	2	2	1	2	1	2	2	2	2	2
29	2	2	1	2	2	1	2	2	2	1	1	1
30	1	2	2	1	2	2	4	2	2	2	2	2
31	1	2	2	1	2	2	1	1	1	1	1	2
32	1	3	2	2	2	1	1	1	2	1	2	1
33	4	2	2	1	3	2	2	2	2	2	2	4
34	2	1	2	2	1	1	2	1	2	4	1	2
35	1	1	2	2	2	2	3	2	1	1	2	1
36	2	2	2	3	2	2	3	4	1	1	1	2
37	1	4	1	2	1	2	1	2	2	1	2	3
38	1	1	2	2	2	2	1	1	3	2	1	2
39	1	3	1	2	3	2	1	1	1	2	2	1
40	2	1	2	2	1	1	2	2	2	2	2	2
41	2	1	4	2	1	2	4	1	3	2	2	1
42	2	2	2	2	2	2	2	2	2	2	2	1
43	3	1	1	1	2	2	2	1	2	2	2	1
44	2	4	2	2	4	2	2	4	2	1	2	2
45	1	2	1	2	2	1	2	2	2	1	2	2
46	3	2	2	4	2	2	2	2	1	2	1	1
47	2	3	1	3	3	2	2	2	1	3	2	2
48	2	2	4	2	2	4	2	1	2	4	2	1
49	2	4	4	2	2	2	2	2	2	2	2	2
50	2	2	2	2	2	2	2	1	2	2	2	2
51	1	2	1	1	2	2	2	2	2	2	1	2
52	2	2	2	1	2	2	1	2	2	2	2	2
53	4	1	2	2	2	2	3	3	3	4	1	2
54	1	2	2	3	2	1	1	4	2	2	2	2
55	2	2	2	1	2	2	2	2	2	2	2	2
56	2	1	2	2	2	3	3	2	2	1	2	2
57	1	2	1	3	1	2	1	2	2	1	2	2
58	1	2	1	1	2	2	2	2	3	1	1	3
59	2	2	2	2	2	2	2	2	2	1	2	1
60	1	4	4	1	4	2	2	2	1	1	1	2
61	2	2	2	2	1	1	1	1	2	2	2	2
62	2	2	2	2	1	1	4	2	2	1	2	2
63	2	1	1	3	2	2	1	3	1	2	3	1
64	1	1	1	3	1	2	2	2	3	4	2	1
65	2	1	2	2	4	2	2	1	3	2	1	2
66	1	1	4	1	2	2	4	2	3	1	2	2
67	2	2	2	3	1	3	2	2	2	3	2	2
68	2	2	1	2	2	3	2	2	2	2	1	2
69	2	3	2	3	2	2	2	3	2	2	2	2
70	1	2	2	2	2	2	2	2	2	1	2	2
71	1	2	2	1	2	3	2	2	2	3	1	2
72	2	2	2	2	2	2	2	2	2	2	3	2
73	2	1	1	2	2	1	2	2	1	2	1	2
74	2	2	3	2	2	1	1	1	3	1	2	4
75	2	1	2	1	1	2	2	1	2	2	2	1
76	2	1	2	2	2	1	4	3	1	1	4	1
77	3	2	2	1	2	1	2	2	1	1	2	2
78	2	3	2	2	2	2	2	2	2	2	3	2
79	1	2	1	2	3	2	2	1	2	1	1	1
80	2	2	2	1	4	1	1	3	1	2	2	2
81	3	2	3	2	2	4	3	4	1	2	4	2
82	3	2	2	2	2	2	1	2	2	2	2	4
83	4	3	2	2	3	2	3	2	1	1	2	2
84	3	2	2	2	2	1	2	2	1	2	1	2
85	2	2	3	1	1	2	2	1	2	2	3	1
86	1	2	2	2	2	2	2	2	2	2	2	2
87	2	1	2	2	2	2	2	1	2	3	2	1
88	4	2	2	2	1	2	1	3	2	3	2	2
89	2	2	2	4	2	4	1	2	2	2	2	1
