	gene8	gene7	gene1	gene3	gene4	gene2	cellnum	chrom3	chrom2	gene5	gene6	chrom1
0	1	2	2	2	2	4	2	2	2	1	2	2
1	2	2	1	1	2	2	4	2	2	1	2	1
2	2	2	2	4	1	2	2	1	1	1	1	3
3	2	1	2	2	2	2	2	1	2	2	2	2
4	1	2	2	4	2	2	3	4	2	2	2	2
5	1	2	2	2	2	4	1	1	1	1	2	2
6	1	1	3	3	2	1	2	2	2	2	2	4
7	2	1	2	2	2	3	2	2	2	2	2	2
8	2	2	2	2	1	2	3	2	2	2	2	1
9	1	2	1	2	3	2	1	2	1	3	1	2
10	2	2	1	2	4	2	1	2	2	3	1	2
11	1	1	1	2	4	4	2	1	2	1	2	2
12	2	2	2	1	2	2	2	2	1	1	2	2
13	3	2	2	2	2	2	1	2	1	2	2	4
14	2	2	1	2	3	1	2	2	3	3	1	4
15	2	2	2	3	2	2	2	2	2	1	2	2
16	2	2	2	2	4	2	1	2	2	1	2	2
17	3	2	2	1	1	1	2	4	2	1	1	2
18	2	1	1	1	1	2	2	2	1	1	2	2
19	2	1	2	2	2	2	3	1	2	3	2	2
20	2	2	4	2	2	2	2	2	3	2	1	2
21	2	2	4	2	2	2	2	1	3	2	3	3
22	2	2	2	2	2	2	2	2	2	1	1	3
23	2	2	2	2	1	1	1	1	2	2	2	2
24	2	2	2	2	1	3	2	2	2	1	2	3
25	2	1	2	1	1	1	2	1	2	2	1	2
26	2	1	1	2	4	1	2	2	2	1	2	2
27	2	4	2	2	1	2	1	2	3	2	2	3
28	2	1	2	2	2	2	2	1	1	1	2	2
29	2	2	4	2	2	1	2	1	2	2	1	2
30	2	3	2	1	1	1	2	1	4	2	1	3
31	2	1	3	2	2	2	1	2	4	2	2	2
32	1	1	2	2	2	2	2	2	2	1	2	1
33	2	2	4	2	2	2	2	3	1	2	2	2
34	1	2	2	2	2	2	2	1	2	2	2	2
35	1	4	2	2	2	1	2	2	2	2	2	2
36	4	2	2	2	3	2	2	2	1	2	1	1
37	1	2	2	2	1	2	3	2	2	2	2	2
38	1	2	2	2	2	2	2	1	3	1	3	1
39	2	1	2	4	2	2	3	1	3	2	2	1
40	1	1	4	1	2	4	4	1	2	1	2	1
41	2	2	1	2	2	2	4	2	1	1	2	2
42	2	2	2	2	2	2	2	1	1	1	2	2
43	2	2	1	2	1	2	3	4	3	2	3	3
44	2	1	1	2	1	2	2	2	2	2	2	2
45	3	2	1	2	2	4	1	1	2	2	2	2
46	2	2	2	1	2	3	1	4	2	3	2	1
47	2	2	2	1	2	1	1	1	1	4	2	1
48	2	2	1	1	4	2	2	3	2	1	3	2
49	1	2	2	1	2	2	1	2	3	2	1	2
50	2	2	2	2	2	1	3	1	2	2	2	2
51	1	1	2	1	1	1	3	2	1	1	2	1
52	2	2	2	2	1	3	1	3	4	1	2	1
53	2	2	2	1	2	4	1	3	2	2	1	2
54	2	4	2	2	2	2	3	2	2	1	1	2
55	1	2	1	2	1	4	1	2	2	1	2	2
56	2	2	2	2	2	3	2	2	2	1	2	2
57	4	2	2	2	2	4	2	2	2	2	2	2
58	1	2	1	2	2	1	2	2	2	2	3	4
59	2	2	2	2	2	2	2	2	2	1	1	2
60	2	2	1	1	2	1	2	1	2	2	3	2
61	2	1	2	2	3	2	2	2	2	2	2	2
62	2	3	2	2	2	1	2	2	2	1	2	1
63	2	1	2	2	2	2	3	1	1	3	2	4
64	2	2	1	3	3	2	2	2	1	2	2	1
65	2	2	2	2	1	2	2	2	3	2	1	2
66	3	2	1	2	3	2	2	1	2	2	2	2
67	2	1	2	2	2	1	1	2	1	2	2	2
68	2	2	2	2	2	1	2	2	2	2	2	2
69	2	3	2	2	4	1	1	2	2	3	4	2
70	2	2	1	2	1	2	4	1	2	2	2	2
71	3	2	1	2	2	2	2	2	2	2	2	3
72	2	1	2	1	2	2	1	1	1	2	2	1
73	1	4	2	2	4	2	2	3	2	1	1	2
74	1	2	2	3	2	1	2	1	1	1	2	2
75	2	2	3	3	1	2	2	1	4	1	2	2
76	3	2	2	1	2	2	2	1	1	1	1	3
77	2	2	4	1	1	2	2	1	1	1	2	2
78	1	2	2	2	3	2	2	2	1	2	1	2
79	2	2	2	1	2	2	2	2	2	1	1	2
80	2	4	2	2	2	2	2	1	2	2	2	1
81	1	2	2	3	2	1	1	2	1	2	2	2
82	2	1	1	3	2	1	2	2	2	3	2	1
83	1	2	2	1	1	1	1	1	1	1	2	2
84	1	2	2	2	1	2	3	2	4	1	1	1
85	1	2	1	1	2	2	2	2	1	3	2	2
86	1	1	2	2	1	2	3	2	3	3	1	2
87	2	3	2	2	2	3	2	2	2	1	2	2
88	2	2	3	2	3	1	2	2	2	2	1	2
89	2	2	1	1	2	2	2	1	1	1	2	2
